Ticker	Fund Name	Issuer	Segment	Analyst Pick	Grade	E	T	F	Ticker	Fund Name	Asset Class	Region	Geography	Category	Focus	Niche	Inverse	Leveraged	ETN	Underlying Index	Selection Criteria	Weighting Scheme	Active per SEC	Ticker	Fund name	Dividend yield	P/E	P/B	Duration		Credit quality	YTM		Ticker	Fund name	Issuer	Expense ratio %	AUM	Spread	Segment	Ticker	Fund Name	Legal Structure	MAX LT Capital Gains Rate	Max ST Capital Gains Rate	Tax Reporting
WBIF	WBI Tactical LCV Shares	Millington Securities Inc	Equity: Global - Large Cap Value		C	71	70	22	WBIF	WBI Tactical LCV Shares	Equity	Global	Global	Size and Style	Large Cap	Value	No	No	No	--	Proprietary	Proprietary	Yes	WBIF	WBI Tactical LCV Shares	0.67%	15.17	2.14		--	--    	--		WBIF	WBI Tactical LCV Shares	Millington Securities Inc	1.05%	$62.88M	0.16%	Equity: Global - Large Cap Value	WBIF	WBI Tactical LCV Shares	Open-Ended Fund	20.00	39.60	1099
WBIG	WBI Tactical LCY Shares	Millington Securities Inc	Equity: Global - Large Cap		C	71	72	25	WBIG	WBI Tactical LCY Shares	Equity	Global	Global	Size and Style	Large Cap	Broad-based	No	No	No	--	Proprietary	Proprietary	Yes	WBIG	WBI Tactical LCY Shares	0.95%	14.70	2.16		--	--    	--		WBIG	WBI Tactical LCY Shares	Millington Securities Inc	1.05%	$78.97M	0.19%	Equity: Global - Large Cap	WBIG	WBI Tactical LCY Shares	Open-Ended Fund	20.00	39.60	1099
WBIH	WBI Tactical High Income Shares	Millington Securities Inc	Asset Allocation: Target Outcome		--	--	--	--	WBIH	WBI Tactical High Income Shares	Asset Allocation	Global	Global	Asset Allocation	Target Outcome	Income	No	No	No	--	Proprietary	Proprietary	Yes	WBIH	WBI Tactical High Income Shares	1.49%	--	--		--	--    	--		WBIH	WBI Tactical High Income Shares	Millington Securities Inc	1.12%	$203.58M	0.16%	Asset Allocation: Target Outcome	WBIH	WBI Tactical High Income Shares	Open-Ended Fund	20.00	39.60	1099
WBII	WBI Tactical Income Shares	Millington Securities Inc	Asset Allocation: Target Outcome		--	--	--	--	WBII	WBI Tactical Income Shares	Asset Allocation	Global	Global	Asset Allocation	Target Outcome	Income	No	No	No	--	Proprietary	Proprietary	Yes	WBII	WBI Tactical Income Shares	1.39%	--	--		--	--    	--		WBII	WBI Tactical Income Shares	Millington Securities Inc	1.10%	$265.89M	0.12%	Asset Allocation: Target Outcome	WBII	WBI Tactical Income Shares	Open-Ended Fund	20.00	39.60	1099
WBIL	WBI Tactical LCS Shares	Millington Securities Inc	Equity: Global - Large Cap		C	71	70	24	WBIL	WBI Tactical LCS Shares	Equity	Global	Global	Size and Style	Large Cap	Broad-based	No	No	No	--	Proprietary	Proprietary	Yes	WBIL	WBI Tactical LCS Shares	0.58%	17.73	2.56		--	--    	--		WBIL	WBI Tactical LCS Shares	Millington Securities Inc	1.05%	$65.41M	0.17%	Equity: Global - Large Cap	WBIL	WBI Tactical LCS Shares	Open-Ended Fund	20.00	39.60	1099
WBIR	WBI Tactical Rotation Shares	Millington Securities Inc	Asset Allocation: Target Outcome		--	--	--	--	WBIR	WBI Tactical Rotation Shares	Asset Allocation	Global	Global	Asset Allocation	Target Outcome	Capital Appreciation	No	No	No	--	Proprietary	Proprietary	Yes	WBIR	WBI Tactical Rotation Shares	--	--	--		--	--    	--		WBIR	WBI Tactical Rotation Shares	Millington Securities Inc	1.43%	$14.18M	0.16%	Asset Allocation: Target Outcome	WBIR	WBI Tactical Rotation Shares	Open-Ended Fund	20.00	39.60	1099
WBIY	WBI Power Factor High Dividend ETF	Millington Securities Inc	Equity: U.S. - High Dividend Yield		--	--	--	--	WBIY	WBI Power Factor High Dividend ETF	Equity	North America	U.S.	High Dividend Yield	High Dividend Yield	Broad-based	No	No	No	Solactive Power Factor High Dividend Index	Fundamental	Dividend	No	WBIY	WBI Power Factor High Dividend ETF	--	--	--		--	--    	--		WBIY	WBI Power Factor High Dividend ETF	Millington Securities Inc	0.67%	$20.66M	0.13%	Equity: U.S. - High Dividend Yield	WBIY	WBI Power Factor High Dividend ETF	Open-Ended Fund	20.00	39.60	1099
WDIV	SPDR S&P Global Dividend ETF	State Street Global Advisors	Equity: Global - High Dividend Yield		B	87	82	58	WDIV	SPDR S&P Global Dividend ETF	Equity	Global	Global	High Dividend Yield	High Dividend Yield	Broad-based	No	No	No	S&P Global Dividend Aristocrats Index	Dividends	Dividend	No	WDIV	SPDR S&P Global Dividend ETF	4.29%	19.38	1.81		--	--    	--		WDIV	SPDR S&P Global Dividend ETF	State Street Global Advisors	0.40%	$109.51M	0.12%	Equity: Global - High Dividend Yield	WDIV	SPDR S&P Global Dividend ETF	Open-Ended Fund	20.00	39.60	1099
WDRW	Direxion Daily Regional Banks Bear 3X Shares	Direxion	Inverse Equity: U.S. Banks		--	--	--	--	WDRW	Direxion Daily Regional Banks Bear 3X Shares	Equity	North America	U.S.	Sector	Financials	Banks	Yes	No	No	S&P Regional Banks Select Industry Index	Committee	Equal	No	WDRW	Direxion Daily Regional Banks Bear 3X Shares	0.00%	--	--		--	--    	--		WDRW	Direxion Daily Regional Banks Bear 3X Shares	Direxion	0.97%	$937.90K	4.02%	Inverse Equity: U.S. Banks	WDRW	Direxion Daily Regional Banks Bear 3X Shares	Open-Ended Fund	20.00	39.60	1099
WDTI	WisdomTree Managed Futures Strategy Fund	WisdomTree	Alternatives: Absolute Returns		C	73	91	73	WDTI	WisdomTree Managed Futures Strategy Fund	Alternatives	Global	Global	Absolute Returns	Long/Short	Long/Short Broad-based	No	No	No	--	Proprietary	Proprietary	Yes	WDTI	WisdomTree Managed Futures Strategy Fund	0.00%	--	--		--	--    	--		WDTI	WisdomTree Managed Futures Strategy Fund	WisdomTree	0.65%	$219.81M	0.24%	Alternatives: Absolute Returns	WDTI	WisdomTree Managed Futures Strategy Fund	Open-Ended Fund	20.00	39.60	1099
WEAR	WEAR ETF	Exchange Traded Concepts	Equity: Global Technology Equipment		--	--	--	--	WEAR	WEAR ETF	Equity	Global	Global	Sector	Technology	Technology Equipment	No	No	No	EQM Wearables Index	Market Cap	Tiered	No	WEAR	WEAR ETF	0.00%	--	--		--	--    	--		WEAR	WEAR ETF	Exchange Traded Concepts	0.85%	$NaN	0.27%	Equity: Global Technology Equipment	WEAR	WEAR ETF	Open-Ended Fund	20.00	39.60	1099
WEAT	Teucrium Wheat Fund	Teucrium	Commodities: Agriculture Wheat		F	48	86	0	WEAT	Teucrium Wheat Fund	Commodities	Global	Global	Agriculture	Wheat	Laddered	No	No	No	Teucrium Wheat Index	Single Asset	Single Asset	No	WEAT	Teucrium Wheat Fund	0.00%	--	--		--	--    	--		WEAT	Teucrium Wheat Fund	Teucrium	3.34%	$67.13M	0.24%	Commodities: Agriculture Wheat	WEAT	Teucrium Wheat Fund	Commodities Pool	27.84	27.84	K-1
WEET	iPath Pure Beta Grains ETN	Barclays Capital	Commodities: Agriculture Grains		C	74	62	44	WEET	iPath Pure Beta Grains ETN	Commodities	Global	Global	Agriculture	Grains	Optimized	No	No	Yes	Barclays Commodity Index Grains & Oilseeds Pure Beta TR	Liquidity	Liquidity	No	WEET	iPath Pure Beta Grains ETN	0.00%	--	--		--	--    	--		WEET	iPath Pure Beta Grains ETN	Barclays Capital	0.85%	$880.18K	0.28%	Commodities: Agriculture Grains	WEET	iPath Pure Beta Grains ETN	Exchange-Traded Note	20.00	39.60	1099
WFHY	WisdomTree Fundamental U.S. High Yield Corporate Bond Fund	WisdomTree	Fixed Income: U.S. - Corporate High Yield		--	--	--	--	WFHY	WisdomTree Fundamental U.S. High Yield Corporate Bond Fund	Fixed Income	North America	U.S.	Corporate	High Yield	Broad Maturities	No	No	No	WisdomTree Fundamental U.S. High Yield Corporate Bond Index	Fundamental	Fundamental	No	WFHY	WisdomTree Fundamental U.S. High Yield Corporate Bond Fund	--	--	--		3.72	B+	5.74%		WFHY	WisdomTree Fundamental U.S. High Yield Corporate Bond Fund	WisdomTree	0.38%	$5.21M	0.47%	Fixed Income: U.S. - Corporate High Yield	WFHY	WisdomTree Fundamental U.S. High Yield Corporate Bond Fund	Open-Ended Fund	20.00	39.60	1099
WFIG	WisdomTree Fundamental U.S. Corporate Bond	WisdomTree	Fixed Income: U.S. - Corporate Investment Grade		--	--	--	--	WFIG	WisdomTree Fundamental U.S. Corporate Bond	Fixed Income	North America	U.S.	Corporate	Investment Grade	Broad Maturities	No	No	No	WisdomTree Fundamental U.S. Corporate Bond Index	Fundamental	Fundamental	No	WFIG	WisdomTree Fundamental U.S. Corporate Bond	--	--	--		7.13	BBB+	2.90%		WFIG	WisdomTree Fundamental U.S. Corporate Bond	WisdomTree	0.18%	$4.90M	0.56%	Fixed Income: U.S. - Corporate Investment Grade	WFIG	WisdomTree Fundamental U.S. Corporate Bond	Open-Ended Fund	0.00	0.00	1099
WIL	Barclays Women in Leadership ETN	Barclays Capital	Equity: U.S. - Total Market		--	--	--	--	WIL	Barclays Women in Leadership ETN	Equity	North America	U.S.	Size and Style	Total Market	Broad-based	No	No	Yes	Barclays Women in Leadership Total Return USD Index	Principles-based	Market Cap	No	WIL	Barclays Women in Leadership ETN	0.00%	--	--		--	--    	--		WIL	Barclays Women in Leadership ETN	Barclays Capital	0.45%	$32.06M	0.39%	Equity: U.S. - Total Market	WIL	Barclays Women in Leadership ETN	Exchange-Traded Note	20.00	39.60	1099
WIP	SPDR Citi International Government Inflation-Protected Bond ETF	State Street Global Advisors	Fixed Income: Global Ex-U.S. - Sovereign Inflation-Protected		C	82	64	0	WIP	SPDR Citi International Government Inflation-Protected Bond ETF	Fixed Income	Global Ex-U.S.	Global Ex-U.S.	Sovereign	Inflation-Protected	Broad Maturities	No	No	No	Citi International Inflation-Linked Securities Select Index	Market Value	Market Value	No	WIP	SPDR Citi International Government Inflation-Protected Bond ETF	1.27%	--	--		0.25	AA	0.89%		WIP	SPDR Citi International Government Inflation-Protected Bond ETF	State Street Global Advisors	0.50%	$502.75M	0.41%	Fixed Income: Global Ex-U.S. - Sovereign Inflation-Protected	WIP	SPDR Citi International Government Inflation-Protected Bond ETF	Open-Ended Fund	20.00	39.60	1099
WMCR	Wilshire Micro Cap ETF	Guggenheim	Equity: U.S. - Micro Cap		D	73	31	94	WMCR	Wilshire Micro Cap ETF	Equity	North America	U.S.	Size and Style	Micro Cap	Broad-based	No	No	No	Wilshire US Micro Cap Index	Market Cap	Market Cap	No	WMCR	Wilshire Micro Cap ETF	1.66%	-6.11	0.34		--	--    	--		WMCR	Wilshire Micro Cap ETF	Guggenheim	0.59%	$27.12M	0.59%	Equity: U.S. - Micro Cap	WMCR	Wilshire Micro Cap ETF	Open-Ended Fund	20.00	39.60	1099
WMW	Elements Morningstar Wide Moat Focus Total Return Index ETN	Deutsche Bank	Equity: U.S. - Total Market		D	71	33	63	WMW	Elements Morningstar Wide Moat Focus Total Return Index ETN	Equity	North America	U.S.	Size and Style	Total Market	Broad-based	No	No	Yes	Morningstar Wide Moat Focus Index	Proprietary	Equal	No	WMW	Elements Morningstar Wide Moat Focus Total Return Index ETN	0.00%	--	--		--	--    	--		WMW	Elements Morningstar Wide Moat Focus Total Return Index ETN	Deutsche Bank	0.75%	$18.53M	1.86%	Equity: U.S. - Total Market	WMW	Elements Morningstar Wide Moat Focus Total Return Index ETN	Exchange-Traded Note	20.00	39.60	1099
WOOD	iShares Global Timber & Forestry ETF	BlackRock	Equity: Global Timber		B	89	65	16	WOOD	iShares Global Timber & Forestry ETF	Equity	Global	Global	Sector	Theme	Timber	No	No	No	S&P Global Timber & Forestry Index	Market Cap	Market Cap	No	WOOD	iShares Global Timber & Forestry ETF	1.63%	18.10	1.74		--	--    	--		WOOD	iShares Global Timber & Forestry ETF	BlackRock	0.47%	$214.91M	0.29%	Equity: Global Timber	WOOD	iShares Global Timber & Forestry ETF	Open-Ended Fund	20.00	39.60	1099
WPS	iShares International Developed Property ETF	BlackRock	Equity: Global Ex-U.S. Real Estate		C	87	56	86	WPS	iShares International Developed Property ETF	Equity	Developed Markets	Developed Markets Ex-U.S.	Sector	Real Estate	Broad-based	No	No	No	S&P Developed ex US Property Index	Market Cap	Market Cap	No	WPS	iShares International Developed Property ETF	5.62%	11.41	1.02		--	--    	--		WPS	iShares International Developed Property ETF	BlackRock	0.48%	$128.08M	0.34%	Equity: Global Ex-U.S. Real Estate	WPS	iShares International Developed Property ETF	Open-Ended Fund	20.00	39.60	1099
WREI	Wilshire US REIT ETF	Guggenheim	Equity: U.S. Real Estate		C	85	41	91	WREI	Wilshire US REIT ETF	Equity	North America	U.S.	Sector	Real Estate	Broad-based	No	No	No	Wilshire US Real Estate Investment Trust Index	Market Cap	Market Cap	No	WREI	Wilshire US REIT ETF	3.94%	37.62	2.35		--	--    	--		WREI	Wilshire US REIT ETF	Guggenheim	0.32%	$21.14M	1.55%	Equity: U.S. Real Estate	WREI	Wilshire US REIT ETF	Open-Ended Fund	20.00	39.60	1099
WSKY	Spirited Funds/ETFMG Whiskey & Spirits ETF	ETF Managers Group	Equity: Global Consumer Non-cyclicals		--	--	--	--	WSKY	Spirited Funds/ETFMG Whiskey & Spirits ETF	Equity	Global	Global	Sector	Consumer Non-cyclicals	Broad-based	No	No	No	Spirited Funds/ETFMG Whiskey & Spirits Index	Market Cap	Market Cap	No	WSKY	Spirited Funds/ETFMG Whiskey & Spirits ETF	--	24.88	3.48		--	--    	--		WSKY	Spirited Funds/ETFMG Whiskey & Spirits ETF	ETF Managers Group	0.75%	$2.42M	0.68%	Equity: Global Consumer Non-cyclicals	WSKY	Spirited Funds/ETFMG Whiskey & Spirits ETF	Open-Ended Fund	0.00	0.00	1099
WTID	UBS ETRACS - ProShares Daily 3x Inverse Crude ETN	UBS	Inverse Commodities: Energy Crude Oil		--	--	--	--	WTID	UBS ETRACS - ProShares Daily 3x Inverse Crude ETN	Commodities	Global	Global	Energy	Crude Oil	Second Month	Yes	No	Yes	Bloomberg WTI Crude Oil Subindex ER	Single Asset	Single Asset	No	WTID	UBS ETRACS - ProShares Daily 3x Inverse Crude ETN	--	--	--		--	--    	--		WTID	UBS ETRACS - ProShares Daily 3x Inverse Crude ETN	UBS	1.85%	$28.52M	0.31%	Inverse Commodities: Energy Crude Oil	WTID	UBS ETRACS - ProShares Daily 3x Inverse Crude ETN	Exchange-Traded Note	20.00	39.60	1099
WTIU	UBS ETRACS - ProShares Daily 3x Long Crude ETN	UBS	Leveraged Commodities: Energy Crude Oil		--	--	--	--	WTIU	UBS ETRACS - ProShares Daily 3x Long Crude ETN	Commodities	Global	Global	Energy	Crude Oil	Second Month	No	Yes	Yes	Bloomberg WTI Crude Oil Subindex ER	Single Asset	Single Asset	No	WTIU	UBS ETRACS - ProShares Daily 3x Long Crude ETN	--	--	--		--	--    	--		WTIU	UBS ETRACS - ProShares Daily 3x Long Crude ETN	UBS	1.45%	$21.54M	0.32%	Leveraged Commodities: Energy Crude Oil	WTIU	UBS ETRACS - ProShares Daily 3x Long Crude ETN	Exchange-Traded Note	0.00	0.00	1099
WTRX	Summit Water Infrastructure Multifactor ETF	ALPS	Equity: Global Water		--	--	--	--	WTRX	Summit Water Infrastructure Multifactor ETF	Equity	Global	Global	Sector	Theme	Water	No	No	No	Summit Zacks Global Water Index	Fundamental	Dividend	No	WTRX	Summit Water Infrastructure Multifactor ETF	--	18.23	2.45		--	--    	--		WTRX	Summit Water Infrastructure Multifactor ETF	ALPS	0.80%	$3.83M	1.05%	Equity: Global Water	WTRX	Summit Water Infrastructure Multifactor ETF	Open-Ended Fund	20.00	39.60	1099
WYDE	ProShares CDS Short North American HY Credit ETF	ProShares	Inverse Fixed Income: North America - Corporate High Yield		--	--	--	--	WYDE	ProShares CDS Short North American HY Credit ETF	Fixed Income	North America	North America	Corporate	High Yield	Broad Maturities	Yes	No	No	--	Proprietary	Proprietary	Yes	WYDE	ProShares CDS Short North American HY Credit ETF	0.00%	--	--		--	--    	--		WYDE	ProShares CDS Short North American HY Credit ETF	ProShares	0.50%	$3.42M	0.73%	Inverse Fixed Income: North America - Corporate High Yield	WYDE	ProShares CDS Short North American HY Credit ETF	Open-Ended Fund	20.00	39.60	1099
XAR	SPDR S&P Aerospace & Defense ETF	State Street Global Advisors	Equity: U.S. Aerospace & Defense		A	94	94	69	XAR	SPDR S&P Aerospace & Defense ETF	Equity	North America	U.S.	Sector	Industrials	Aerospace & Defense	No	No	No	S&P Aerospace & Defense Select Industry Index	Market Cap	Equal	No	XAR	SPDR S&P Aerospace & Defense ETF	1.08%	76.99	3.79		--	--    	--		XAR	SPDR S&P Aerospace & Defense ETF	State Street Global Advisors	0.35%	$421.24M	0.09%	Equity: U.S. Aerospace & Defense	XAR	SPDR S&P Aerospace & Defense ETF	Open-Ended Fund	20.00	39.60	1099
XBI	SPDR S&P BIOTECH ETF	State Street Global Advisors	Equity: U.S. Biotech		A	98	98	42	XBI	SPDR S&P BIOTECH ETF	Equity	North America	U.S.	Sector	Health Care	Biotech	No	No	No	S&P Biotechnology Select Industry Index	Market Cap	Equal	No	XBI	SPDR S&P BIOTECH ETF	0.24%	-21.35	5.44		--	--    	--		XBI	SPDR S&P BIOTECH ETF	State Street Global Advisors	0.35%	$2.79B	0.04%	Equity: U.S. Biotech	XBI	SPDR S&P BIOTECH ETF	Open-Ended Fund	20.00	39.60	1099
XCEM	Columbia EM Core ex-China ETF	Columbia	Equity: Emerging Markets - Total Market		--	--	--	--	XCEM	Columbia EM Core ex-China ETF	Equity	Emerging Markets	Emerging Markets	Size and Style	Total Market	Broad-based	No	No	No	Beta Thematic Emerging Markets ex-China Index	Market Cap	Market Cap	No	XCEM	Columbia EM Core ex-China ETF	1.22%	17.39	1.41		--	--    	--		XCEM	Columbia EM Core ex-China ETF	Columbia	0.35%	$10.39M	1.06%	Equity: Emerging Markets - Total Market	XCEM	Columbia EM Core ex-China ETF	Open-Ended Fund	20.00	39.60	1099
XD	Elkhorn S&P MidCap Consumer Discretionary Portfolio	Elkhorn	Equity: U.S. Consumer Cyclicals		--	--	--	--	XD	Elkhorn S&P MidCap Consumer Discretionary Portfolio	Equity	North America	U.S.	Sector	Consumer Cyclicals	Broad-based	No	No	No	S&P MidCap 400 Capped Consumer Discretionary Index	Committee	Market Cap	No	XD	Elkhorn S&P MidCap Consumer Discretionary Portfolio	--	--	--		--	--    	--		XD	Elkhorn S&P MidCap Consumer Discretionary Portfolio	Elkhorn	0.29%	$1.50M	0.38%	Equity: U.S. Consumer Cyclicals	XD	Elkhorn S&P MidCap Consumer Discretionary Portfolio	Open-Ended Fund	0.00	0.00	1099
XE	Elkhorn S&P MidCap Energy Portfolio	Elkhorn	Equity: U.S. Energy		--	--	--	--	XE	Elkhorn S&P MidCap Energy Portfolio	Equity	North America	U.S.	Sector	Energy	Broad-based	No	No	No	S&P MidCap 400 Capped Energy Index	Committee	Market Cap	No	XE	Elkhorn S&P MidCap Energy Portfolio	--	--	--		--	--    	--		XE	Elkhorn S&P MidCap Energy Portfolio	Elkhorn	0.29%	$1.50M	0.36%	Equity: U.S. Energy	XE	Elkhorn S&P MidCap Energy Portfolio	Open-Ended Fund	20.00	39.60	1099
XES	SPDR S&P Oil & Gas Equipment & Services ETF	State Street Global Advisors	Equity: U.S. Oil & Gas Equipment & Services		A	97	97	40	XES	SPDR S&P Oil & Gas Equipment & Services ETF	Equity	North America	U.S.	Sector	Energy	Oil & Gas Equipment & Services	No	No	No	S&P Oil & Gas Equipment & Services Select Industry Index	Market Cap	Equal	No	XES	SPDR S&P Oil & Gas Equipment & Services ETF	0.61%	-9.26	0.86		--	--    	--		XES	SPDR S&P Oil & Gas Equipment & Services ETF	State Street Global Advisors	0.35%	$358.87M	0.07%	Equity: U.S. Oil & Gas Equipment & Services	XES	SPDR S&P Oil & Gas Equipment & Services ETF	Open-Ended Fund	20.00	39.60	1099
XF	Elkhorn S&P MidCap Financials Portfolio	Elkhorn	Equity: U.S. Financials		--	--	--	--	XF	Elkhorn S&P MidCap Financials Portfolio	Equity	North America	U.S.	Sector	Financials	Broad-based	No	No	No	S&P MidCap 400 Capped Financials Index	Committee	Market Cap	No	XF	Elkhorn S&P MidCap Financials Portfolio	--	--	--		--	--    	--		XF	Elkhorn S&P MidCap Financials Portfolio	Elkhorn	0.29%	$NaN	0.36%	Equity: U.S. Financials	XF	Elkhorn S&P MidCap Financials Portfolio	Open-Ended Fund	0.00	0.00	1099
XH	Elkhorn S&P MidCap Health Care Portfolio	Elkhorn	Equity: U.S. Health Care		--	--	--	--	XH	Elkhorn S&P MidCap Health Care Portfolio	Equity	North America	U.S.	Sector	Health Care	Broad-based	No	No	No	S&P MidCap 400 Capped Health Care Index	Committee	Market Cap	No	XH	Elkhorn S&P MidCap Health Care Portfolio	--	--	--		--	--    	--		XH	Elkhorn S&P MidCap Health Care Portfolio	Elkhorn	0.29%	$NaN	0.37%	Equity: U.S. Health Care	XH	Elkhorn S&P MidCap Health Care Portfolio	Open-Ended Fund	20.00	39.60	1099
XHB	SPDR S&P Homebuilders ETF	State Street Global Advisors	Equity: U.S. Homebuilding		A	96	98	50	XHB	SPDR S&P Homebuilders ETF	Equity	North America	U.S.	Sector	Consumer Cyclicals	Homebuilding	No	No	No	S&P Homebuilders Select Industry Index	Market Cap	Equal	No	XHB	SPDR S&P Homebuilders ETF	0.66%	14.53	2.58		--	--    	--		XHB	SPDR S&P Homebuilders ETF	State Street Global Advisors	0.35%	$1.12B	0.03%	Equity: U.S. Homebuilding	XHB	SPDR S&P Homebuilders ETF	Open-Ended Fund	20.00	39.60	1099
XHE	SPDR S&P Health Care Equipment ETF	State Street Global Advisors	Equity: U.S. Health Care Equipment & Supplies		B	95	72	66	XHE	SPDR S&P Health Care Equipment ETF	Equity	North America	U.S.	Sector	Health Care	Health Care Equipment & Supplies	No	No	No	S&P Select Health Care Equipment Index	Market Cap	Equal	No	XHE	SPDR S&P Health Care Equipment ETF	0.17%	102.92	3.44		--	--    	--		XHE	SPDR S&P Health Care Equipment ETF	State Street Global Advisors	0.35%	$77.12M	0.34%	Equity: U.S. Health Care Equipment & Supplies	XHE	SPDR S&P Health Care Equipment ETF	Open-Ended Fund	20.00	39.60	1099
XHS	SPDR S&P Health Care Services ETF	State Street Global Advisors	Equity: U.S. Health Care Providers & Services		A	94	83	50	XHS	SPDR S&P Health Care Services ETF	Equity	North America	U.S.	Sector	Health Care	Health Care Providers & Services	No	No	No	S&P Health Care Services Select Industry Index	Market Cap	Equal	No	XHS	SPDR S&P Health Care Services ETF	0.27%	-473.01	2.47		--	--    	--		XHS	SPDR S&P Health Care Services ETF	State Street Global Advisors	0.35%	$108.00M	0.13%	Equity: U.S. Health Care Providers & Services	XHS	SPDR S&P Health Care Services ETF	Open-Ended Fund	20.00	39.60	1099
XI	Elkhorn S&P MidCap Industrials Portfolio	Elkhorn	Equity: U.S. Industrials		--	--	--	--	XI	Elkhorn S&P MidCap Industrials Portfolio	Equity	North America	U.S.	Sector	Industrials	Broad-based	No	No	No	S&P MidCap 400 Capped Industrials Index	Committee	Market Cap	No	XI	Elkhorn S&P MidCap Industrials Portfolio	--	--	--		--	--    	--		XI	Elkhorn S&P MidCap Industrials Portfolio	Elkhorn	0.29%	$1.51M	0.38%	Equity: U.S. Industrials	XI	Elkhorn S&P MidCap Industrials Portfolio	Open-Ended Fund	0.00	0.00	1099
XINA	SPDR MSCI China A Shares IMI ETF	State Street Global Advisors	Equity: China - Total Market		--	--	--	--	XINA	SPDR MSCI China A Shares IMI ETF	Equity	Asia-Pacific	China	Size and Style	Total Market	Broad-based	No	No	No	MSCI China A International IMI Index	Market Cap	Market Cap	No	XINA	SPDR MSCI China A Shares IMI ETF	0.96%	20.91	2.09		--	--    	--		XINA	SPDR MSCI China A Shares IMI ETF	State Street Global Advisors	0.65%	$2.13M	1.21%	Equity: China - Total Market	XINA	SPDR MSCI China A Shares IMI ETF	Open-Ended Fund	20.00	39.60	1099
XITK	SPDR FactSet Innovative Technology ETF	State Street Global Advisors	Equity: U.S. Technology		--	--	--	--	XITK	SPDR FactSet Innovative Technology ETF	Equity	North America	U.S.	Sector	Technology	Broad-based	No	No	No	FactSet Innovative Technology Index	Fundamental	Equal	No	XITK	SPDR FactSet Innovative Technology ETF	1.80%	172.53	3.14		--	--    	--		XITK	SPDR FactSet Innovative Technology ETF	State Street Global Advisors	0.45%	$12.15M	0.12%	Equity: U.S. Technology	XITK	SPDR FactSet Innovative Technology ETF	Open-Ended Fund	20.00	39.60	1099
XIV	VelocityShares Daily Inverse VIX Short-Term ETN	Credit Suisse	Inverse Alternatives: Volatility		--	--	--	--	XIV	VelocityShares Daily Inverse VIX Short-Term ETN	Alternatives	North America	U.S.	Tactical Tools	Volatility	S&P 500 Short-Term	Yes	No	Yes	S&P 500 VIX Short-Term Futures Index ER	Single Asset	Single Asset	No	XIV	VelocityShares Daily Inverse VIX Short-Term ETN	0.00%	--	--		--	--    	--		XIV	VelocityShares Daily Inverse VIX Short-Term ETN	Credit Suisse	1.35%	$653.81M	0.02%	Inverse Alternatives: Volatility	XIV	VelocityShares Daily Inverse VIX Short-Term ETN	Exchange-Traded Note	20.00	39.60	1099
XIVH	VelocityShares VIX Short Volatility Hedged ETN	UBS	Alternatives: Spreads Long/Short Volatility		--	--	--	--	XIVH	VelocityShares VIX Short Volatility Hedged ETN	Alternatives	North America	U.S.	Tactical Tools	Spreads	Long/Short Volatility	No	No	Yes	S&P 500 VIX Futures Short Volatility Hedged Index TR - Short Term	Fixed	Fixed	No	XIVH	VelocityShares VIX Short Volatility Hedged ETN	--	--	--		--	--    	--		XIVH	VelocityShares VIX Short Volatility Hedged ETN	UBS	2.30%	$39.98M	0.38%	Alternatives: Spreads Long/Short Volatility	XIVH	VelocityShares VIX Short Volatility Hedged ETN	Exchange-Traded Note	20.00	39.60	1099
XK	Elkhorn S&P MidCap Information Technology Portfolio	Elkhorn	Equity: U.S. Technology		--	--	--	--	XK	Elkhorn S&P MidCap Information Technology Portfolio	Equity	North America	U.S.	Sector	Technology	Broad-based	No	No	No	S&P MidCap 400 Capped Information Technology Index	Committee	Market Cap	No	XK	Elkhorn S&P MidCap Information Technology Portfolio	--	--	--		--	--    	--		XK	Elkhorn S&P MidCap Information Technology Portfolio	Elkhorn	0.29%	$1.51M	0.34%	Equity: U.S. Technology	XK	Elkhorn S&P MidCap Information Technology Portfolio	Open-Ended Fund	20.00	39.60	1099
XLB	Materials Select Sector SPDR Fund	State Street Global Advisors	Equity: U.S. Basic Materials		A	99	99	74	XLB	Materials Select Sector SPDR Fund	Equity	North America	U.S.	Sector	Basic Materials	Broad-based	No	No	No	S&P Materials Select Sector Index	Committee	Market Cap	No	XLB	Materials Select Sector SPDR Fund	1.90%	35.60	3.75		--	--    	--		XLB	Materials Select Sector SPDR Fund	State Street Global Advisors	0.14%	$3.72B	0.02%	Equity: U.S. Basic Materials	XLB	Materials Select Sector SPDR Fund	Open-Ended Fund	20.00	39.60	1099
XLE	Energy Select Sector SPDR Fund	State Street Global Advisors	Equity: U.S. Energy		A	98	99	97	XLE	Energy Select Sector SPDR Fund	Equity	North America	U.S.	Sector	Energy	Broad-based	No	No	No	S&P Energy Select Sector Index	Committee	Market Cap	No	XLE	Energy Select Sector SPDR Fund	2.27%	-18.84	2.09		--	--    	--		XLE	Energy Select Sector SPDR Fund	State Street Global Advisors	0.14%	$17.36B	0.01%	Equity: U.S. Energy	XLE	Energy Select Sector SPDR Fund	Open-Ended Fund	20.00	39.60	1099
